Date,Oil_Price,Shock_Type,Shock_Magnitude,Oil_Return,Shock_Level,Year,Month,Sector,Return,Inflation,GDP,Interest_Rate
2023-01-01,70.81,Normal,25,6.657629161018219,Medium,2023,1,Energy,15.77,3.72,-0.26,5.78
2023-01-01,70.81,Normal,25,6.657629161018219,Medium,2023,1,Airlines,14.05,3.72,-0.26,5.78
2023-01-01,70.81,Normal,25,6.657629161018219,Medium,2023,1,Transport,-2.06,3.72,-0.26,5.78
2023-01-01,70.81,Normal,25,6.657629161018219,Medium,2023,1,Manufacturing,8.41,3.72,-0.26,5.78
2023-02-01,71.05,Supply Shock,15,0.3389351786470707,Low,2023,2,Energy,-3.58,7.22,-0.89,5.89
2023-02-01,71.05,Supply Shock,15,0.3389351786470707,Low,2023,2,Airlines,8.36,7.22,-0.89,5.89
2023-02-01,71.05,Supply Shock,15,0.3389351786470707,Low,2023,2,Transport,30.46,7.22,-0.89,5.89
2023-02-01,71.05,Supply Shock,15,0.3389351786470707,Low,2023,2,Manufacturing,10.42,7.22,-0.89,5.89
2023-03-01,71.16,Demand Shock,3,0.15482054890922914,Low,2023,3,Energy,10.4,5.99,2.4,7.34
2023-03-01,71.16,Demand Shock,3,0.15482054890922914,Low,2023,3,Airlines,-9.54,5.99,2.4,7.34
2023-03-01,71.16,Demand Shock,3,0.15482054890922914,Low,2023,3,Transport,9.91,5.99,2.4,7.34
2023-03-01,71.16,Demand Shock,3,0.15482054890922914,Low,2023,3,Manufacturing,6.1,5.99,2.4,7.34
2023-04-01,75.04,Supply Shock,-36,5.452501405283883,Medium,2023,4,Energy,26.84,3.06,0.36,7.22
2023-04-01,75.04,Supply Shock,-36,5.452501405283883,Medium,2023,4,Airlines,0.39,3.06,0.36,7.22
2023-04-01,75.04,Supply Shock,-36,5.452501405283883,Medium,2023,4,Transport,1.87,3.06,0.36,7.22
2023-04-01,75.04,Supply Shock,-36,5.452501405283883,Medium,2023,4,Manufacturing,-17.75,3.06,0.36,7.22
2023-05-01,75.89,Normal,-12,1.132729211087402,Low,2023,5,Energy,3.35,4.23,0.59,3.58
2023-05-01,75.89,Normal,-12,1.132729211087402,Low,2023,5,Airlines,-5.46,4.23,0.59,3.58
2023-05-01,75.89,Normal,-12,1.132729211087402,Low,2023,5,Transport,11.34,4.23,0.59,3.58
2023-05-01,75.89,Normal,-12,1.132729211087402,Low,2023,5,Manufacturing,13.8,4.23,0.59,3.58
2023-06-01,75.64,Normal,31,-0.3294241665568576,Medium,2023,6,Energy,1.55,3.93,0.79,6.79
2023-06-01,75.64,Normal,31,-0.3294241665568576,Medium,2023,6,Airlines,2.18,3.93,0.79,6.79
2023-06-01,75.64,Normal,31,-0.3294241665568576,Medium,2023,6,Transport,8.9,3.93,0.79,6.79
2023-06-01,75.64,Normal,31,-0.3294241665568576,Medium,2023,6,Manufacturing,22.6,3.93,0.79,6.79
2023-07-01,79.07,Demand Shock,-10,4.534637757800097,Low,2023,7,Energy,2.69,7.53,4.65,3.36
2023-07-01,79.07,Demand Shock,-10,4.534637757800097,Low,2023,7,Airlines,-7.66,7.53,4.65,3.36
2023-07-01,79.07,Demand Shock,-10,4.534637757800097,Low,2023,7,Transport,10.04,7.53,4.65,3.36
2023-07-01,79.07,Demand Shock,-10,4.534637757800097,Low,2023,7,Manufacturing,19.28,7.53,4.65,3.36
2023-08-01,79.69,Normal,27,0.7841153408372437,Medium,2023,8,Energy,-14.16,3.06,-0.13,4.64
2023-08-01,79.69,Normal,27,0.7841153408372437,Medium,2023,8,Airlines,19.66,3.06,-0.13,4.64
2023-08-01,79.69,Normal,27,0.7841153408372437,Medium,2023,8,Transport,-12.2,3.06,-0.13,4.64
2023-08-01,79.69,Normal,27,0.7841153408372437,Medium,2023,8,Manufacturing,19.56,3.06,-0.13,4.64
2023-09-01,78.5,Normal,-28,-1.4932864851298744,Medium,2023,9,Energy,3.51,5.57,0.84,6.76
2023-09-01,78.5,Normal,-28,-1.4932864851298744,Medium,2023,9,Airlines,13.13,5.57,0.84,6.76
2023-09-01,78.5,Normal,-28,-1.4932864851298744,Medium,2023,9,Transport,-0.88,5.57,0.84,6.76
2023-09-01,78.5,Normal,-28,-1.4932864851298744,Medium,2023,9,Manufacturing,-0.42,5.57,0.84,6.76
2023-10-01,76.52,Normal,-1,-2.5222929936305816,Low,2023,10,Energy,25.21,2.54,1.88,4.85
2023-10-01,76.52,Normal,-1,-2.5222929936305816,Low,2023,10,Airlines,10.83,2.54,1.88,4.85
2023-10-01,76.52,Normal,-1,-2.5222929936305816,Low,2023,10,Transport,7.08,2.54,1.88,4.85
2023-10-01,76.52,Normal,-1,-2.5222929936305816,Low,2023,10,Manufacturing,8.26,2.54,1.88,4.85
2023-11-01,80.57,Normal,-45,5.2927339257710315,High,2023,11,Energy,9.38,7.86,3.87,6.16
2023-11-01,80.57,Normal,-45,5.2927339257710315,High,2023,11,Airlines,13.67,7.86,3.87,6.16
2023-11-01,80.57,Normal,-45,5.2927339257710315,High,2023,11,Transport,12.21,7.86,3.87,6.16
2023-11-01,80.57,Normal,-45,5.2927339257710315,High,2023,11,Manufacturing,11.81,7.86,3.87,6.16
2023-12-01,76.3,Normal,-1,-5.2997393570807905,Low,2023,12,Energy,13.46,7.57,4.73,3.96
2023-12-01,76.3,Normal,-1,-5.2997393570807905,Low,2023,12,Airlines,-4.26,7.57,4.73,3.96
2023-12-01,76.3,Normal,-1,-5.2997393570807905,Low,2023,12,Transport,13.75,7.57,4.73,3.96
2023-12-01,76.3,Normal,-1,-5.2997393570807905,Low,2023,12,Manufacturing,12.24,7.57,4.73,3.96
2024-01-01,76.44,Demand Shock,17,0.18348623853210455,Low,2024,1,Energy,9.46,5.67,0.77,6.39
2024-01-01,76.44,Demand Shock,17,0.18348623853210455,Low,2024,1,Airlines,18.41,5.67,0.77,6.39
2024-01-01,76.44,Demand Shock,17,0.18348623853210455,Low,2024,1,Transport,-1.26,5.67,0.77,6.39
2024-01-01,76.44,Demand Shock,17,0.18348623853210455,Low,2024,1,Manufacturing,-10.83,5.67,0.77,6.39
2024-02-01,75.13,Demand Shock,-55,-1.713762428048149,High,2024,2,Energy,-7.76,2.22,2.39,6.65
2024-02-01,75.13,Demand Shock,-55,-1.713762428048149,High,2024,2,Airlines,6.85,2.22,2.39,6.65
2024-02-01,75.13,Demand Shock,-55,-1.713762428048149,High,2024,2,Transport,16.27,2.22,2.39,6.65
2024-02-01,75.13,Demand Shock,-55,-1.713762428048149,High,2024,2,Manufacturing,-2.1,2.22,2.39,6.65
2024-03-01,73.8,Demand Shock,56,-1.7702648742180194,High,2024,3,Energy,5.7,3.84,-0.8,6.81
2024-03-01,73.8,Demand Shock,56,-1.7702648742180194,High,2024,3,Airlines,-10.78,3.84,-0.8,6.81
2024-03-01,73.8,Demand Shock,56,-1.7702648742180194,High,2024,3,Transport,24.16,3.84,-0.8,6.81
2024-03-01,73.8,Demand Shock,56,-1.7702648742180194,High,2024,3,Manufacturing,-1.07,3.84,-0.8,6.81
2024-04-01,75.74,Demand Shock,-47,2.6287262872628725,High,2024,4,Energy,0.37,4.82,2.57,7.08
2024-04-01,75.74,Demand Shock,-47,2.6287262872628725,High,2024,4,Airlines,15.67,4.82,2.57,7.08
2024-04-01,75.74,Demand Shock,-47,2.6287262872628725,High,2024,4,Transport,43.53,4.82,2.57,7.08
2024-04-01,75.74,Demand Shock,-47,2.6287262872628725,High,2024,4,Manufacturing,29.31,4.82,2.57,7.08
2024-05-01,76.72,Demand Shock,33,1.2939001848429,Medium,2024,5,Energy,14.77,4.64,2.29,4.99
2024-05-01,76.72,Demand Shock,33,1.2939001848429,Medium,2024,5,Airlines,-4.18,4.64,2.29,4.99
2024-05-01,76.72,Demand Shock,33,1.2939001848429,Medium,2024,5,Transport,-1.55,4.64,2.29,4.99
2024-05-01,76.72,Demand Shock,33,1.2939001848429,Medium,2024,5,Manufacturing,21.03,4.64,2.29,4.99
2024-06-01,75.12,Normal,-22,-2.085505735140769,Medium,2024,6,Energy,15.02,4.23,-0.17,5.83
2024-06-01,75.12,Normal,-22,-2.085505735140769,Medium,2024,6,Airlines,3.46,4.23,-0.17,5.83
2024-06-01,75.12,Normal,-22,-2.085505735140769,Medium,2024,6,Transport,11.88,4.23,-0.17,5.83
2024-06-01,75.12,Normal,-22,-2.085505735140769,Medium,2024,6,Manufacturing,22.78,4.23,-0.17,5.83
2024-07-01,76.42,Normal,-56,1.7305644302449297,High,2024,7,Energy,12.38,4.06,0.51,5.7
2024-07-01,76.42,Normal,-56,1.7305644302449297,High,2024,7,Airlines,5.29,4.06,0.51,5.7
2024-07-01,76.42,Normal,-56,1.7305644302449297,High,2024,7,Transport,-10.89,4.06,0.51,5.7
2024-07-01,76.42,Normal,-56,1.7305644302449297,High,2024,7,Manufacturing,-0.69,4.06,0.51,5.7
2024-08-01,75.33,Supply Shock,26,-1.4263281863386545,Medium,2024,8,Energy,5.21,7.2,1.01,3.17
2024-08-01,75.33,Supply Shock,26,-1.4263281863386545,Medium,2024,8,Airlines,14.57,7.2,1.01,3.17
2024-08-01,75.33,Supply Shock,26,-1.4263281863386545,Medium,2024,8,Transport,10.92,7.2,1.01,3.17
2024-08-01,75.33,Supply Shock,26,-1.4263281863386545,Medium,2024,8,Manufacturing,15.48,7.2,1.01,3.17
2024-09-01,75.7,Supply Shock,38,0.49117217576000183,Medium,2024,9,Energy,4.03,2.07,-0.39,3.09
2024-09-01,75.7,Supply Shock,38,0.49117217576000183,Medium,2024,9,Airlines,8.26,2.07,-0.39,3.09
2024-09-01,75.7,Supply Shock,38,0.49117217576000183,Medium,2024,9,Transport,4.99,2.07,-0.39,3.09
2024-09-01,75.7,Supply Shock,38,0.49117217576000183,Medium,2024,9,Manufacturing,22.99,2.07,-0.39,3.09
2024-10-01,74.21,Normal,-4,-1.968295904887729,Low,2024,10,Energy,-17.62,3.83,-1.31,7.74
2024-10-01,74.21,Normal,-4,-1.968295904887729,Low,2024,10,Airlines,-0.59,3.83,-1.31,7.74
2024-10-01,74.21,Normal,-4,-1.968295904887729,Low,2024,10,Transport,0.49,3.83,-1.31,7.74
2024-10-01,74.21,Normal,-4,-1.968295904887729,Low,2024,10,Manufacturing,4.5,3.83,-1.31,7.74
2024-11-01,75.09,Demand Shock,15,1.1858240129362763,Low,2024,11,Energy,23.64,3.93,-2.73,6.23
2024-11-01,75.09,Demand Shock,15,1.1858240129362763,Low,2024,11,Airlines,26.52,3.93,-2.73,6.23
2024-11-01,75.09,Demand Shock,15,1.1858240129362763,Low,2024,11,Transport,26.71,3.93,-2.73,6.23
2024-11-01,75.09,Demand Shock,15,1.1858240129362763,Low,2024,11,Manufacturing,12.88,3.93,-2.73,6.23
2024-12-01,80.74,Supply Shock,30,7.524304168331319,Medium,2024,12,Energy,11.06,4.1,-1.58,5.44
2024-12-01,80.74,Supply Shock,30,7.524304168331319,Medium,2024,12,Airlines,12.05,4.1,-1.58,5.44
2024-12-01,80.74,Supply Shock,30,7.524304168331319,Medium,2024,12,Transport,7.02,4.1,-1.58,5.44
2024-12-01,80.74,Supply Shock,30,7.524304168331319,Medium,2024,12,Manufacturing,-7.93,4.1,-1.58,5.44
