Date,Oil_Price,Shock_Type,Shock_Magnitude,Oil_Return,Shock_Level,Year,Month,Sector,Return,Inflation,GDP,Interest_Rate
01-03-2023,71.16,Demand Shock,3,0.154820549,Low,2023,3,Manufacturing,6.1,5.99,2.4,7.34
01-04-2023,75.04,Supply Shock,-36,5.452501405,Medium,2023,4,Energy,26.84,3.06,0.36,7.22
01-04-2023,75.04,Supply Shock,-36,5.452501405,Medium,2023,4,Airlines,0.39,3.06,0.36,7.22
01-04-2023,75.04,Supply Shock,-36,5.452501405,Medium,2023,4,Transport,1.87,3.06,0.36,7.22
01-04-2023,75.04,Supply Shock,-36,5.452501405,Medium,2023,4,Manufacturing,-17.75,3.06,0.36,7.22
01-05-2023,75.89,Normal,-12,1.132729211,Low,2023,5,Energy,3.35,4.23,0.59,3.58
01-05-2023,75.89,Normal,-12,1.132729211,Low,2023,5,Airlines,-5.46,4.23,0.59,3.58
01-05-2023,75.89,Normal,-12,1.132729211,Low,2023,5,Transport,11.34,4.23,0.59,3.58
01-05-2023,75.89,Normal,-12,1.132729211,Low,2023,5,Manufacturing,13.8,4.23,0.59,3.58
01-06-2023,75.64,Normal,31,-0.329424167,Medium,2023,6,Energy,1.55,3.93,0.79,6.79
01-06-2023,75.64,Normal,31,-0.329424167,Medium,2023,6,Airlines,2.18,3.93,0.79,6.79
01-06-2023,75.64,Normal,31,-0.329424167,Medium,2023,6,Transport,8.9,3.93,0.79,6.79
01-06-2023,75.64,Normal,31,-0.329424167,Medium,2023,6,Manufacturing,22.6,3.93,0.79,6.79
01-07-2023,79.07,Demand Shock,-10,4.534637758,Low,2023,7,Energy,2.69,7.53,4.65,3.36
01-07-2023,79.07,Demand Shock,-10,4.534637758,Low,2023,7,Airlines,-7.66,7.53,4.65,3.36
01-07-2023,79.07,Demand Shock,-10,4.534637758,Low,2023,7,Transport,10.04,7.53,4.65,3.36
01-07-2023,79.07,Demand Shock,-10,4.534637758,Low,2023,7,Manufacturing,19.28,7.53,4.65,3.36
01-08-2023,79.69,Normal,27,0.784115341,Medium,2023,8,Energy,-14.16,3.06,-0.13,4.64
01-08-2023,79.69,Normal,27,0.784115341,Medium,2023,8,Airlines,19.66,3.06,-0.13,4.64
01-08-2023,79.69,Normal,27,0.784115341,Medium,2023,8,Transport,-12.2,3.06,-0.13,4.64
01-08-2023,79.69,Normal,27,0.784115341,Medium,2023,8,Manufacturing,19.56,3.06,-0.13,4.64
01-09-2023,78.5,Normal,-28,-1.493286485,Medium,2023,9,Energy,3.51,5.57,0.84,6.76
01-09-2023,78.5,Normal,-28,-1.493286485,Medium,2023,9,Airlines,13.13,5.57,0.84,6.76
01-09-2023,78.5,Normal,-28,-1.493286485,Medium,2023,9,Transport,-0.88,5.57,0.84,6.76
01-09-2023,78.5,Normal,-28,-1.493286485,Medium,2023,9,Manufacturing,-0.42,5.57,0.84,6.76
01-10-2023,76.52,Normal,-1,-2.522292994,Low,2023,10,Energy,25.21,2.54,1.88,4.85
01-10-2023,76.52,Normal,-1,-2.522292994,Low,2023,10,Airlines,10.83,2.54,1.88,4.85
01-10-2023,76.52,Normal,-1,-2.522292994,Low,2023,10,Transport,7.08,2.54,1.88,4.85
01-10-2023,76.52,Normal,-1,-2.522292994,Low,2023,10,Manufacturing,8.26,2.54,1.88,4.85
01-11-2023,80.57,Normal,-45,5.292733926,High,2023,11,Energy,9.38,7.86,3.87,6.16
01-11-2023,80.57,Normal,-45,5.292733926,High,2023,11,Airlines,13.67,7.86,3.87,6.16
01-11-2023,80.57,Normal,-45,5.292733926,High,2023,11,Transport,12.21,7.86,3.87,6.16
01-11-2023,80.57,Normal,-45,5.292733926,High,2023,11,Manufacturing,11.81,7.86,3.87,6.16
01-12-2023,76.3,Normal,-1,-5.299739357,Low,2023,12,Energy,13.46,7.57,4.73,3.96
01-12-2023,76.3,Normal,-1,-5.299739357,Low,2023,12,Airlines,-4.26,7.57,4.73,3.96
01-12-2023,76.3,Normal,-1,-5.299739357,Low,2023,12,Transport,13.75,7.57,4.73,3.96
01-12-2023,76.3,Normal,-1,-5.299739357,Low,2023,12,Manufacturing,12.24,7.57,4.73,3.96
01-01-2024,76.44,Demand Shock,17,0.183486239,Low,2024,1,Energy,9.46,5.67,0.77,6.39
01-01-2024,76.44,Demand Shock,17,0.183486239,Low,2024,1,Airlines,18.41,5.67,0.77,6.39
01-01-2024,76.44,Demand Shock,17,0.183486239,Low,2024,1,Transport,-1.26,5.67,0.77,6.39
01-01-2024,76.44,Demand Shock,17,0.183486239,Low,2024,1,Manufacturing,-10.83,5.67,0.77,6.39
01-02-2024,75.13,Demand Shock,-55,-1.713762428,High,2024,2,Energy,-7.76,2.22,2.39,6.65
01-02-2024,75.13,Demand Shock,-55,-1.713762428,High,2024,2,Airlines,6.85,2.22,2.39,6.65
01-02-2024,75.13,Demand Shock,-55,-1.713762428,High,2024,2,Transport,16.27,2.22,2.39,6.65
01-02-2024,75.13,Demand Shock,-55,-1.713762428,High,2024,2,Manufacturing,-2.1,2.22,2.39,6.65
01-03-2024,73.8,Demand Shock,56,-1.770264874,High,2024,3,Energy,5.7,3.84,-0.8,6.81
01-03-2024,73.8,Demand Shock,56,-1.770264874,High,2024,3,Airlines,-10.78,3.84,-0.8,6.81
01-03-2024,73.8,Demand Shock,56,-1.770264874,High,2024,3,Transport,24.16,3.84,-0.8,6.81
01-03-2024,73.8,Demand Shock,56,-1.770264874,High,2024,3,Manufacturing,-1.07,3.84,-0.8,6.81
01-04-2024,75.74,Demand Shock,-47,2.628726287,High,2024,4,Energy,0.37,4.82,2.57,7.08
01-04-2024,75.74,Demand Shock,-47,2.628726287,High,2024,4,Airlines,15.67,4.82,2.57,7.08
01-04-2024,75.74,Demand Shock,-47,2.628726287,High,2024,4,Transport,43.53,4.82,2.57,7.08
01-04-2024,75.74,Demand Shock,-47,2.628726287,High,2024,4,Manufacturing,29.31,4.82,2.57,7.08
01-05-2024,76.72,Demand Shock,33,1.293900185,Medium,2024,5,Energy,14.77,4.64,2.29,4.99
01-05-2024,76.72,Demand Shock,33,1.293900185,Medium,2024,5,Airlines,-4.18,4.64,2.29,4.99
01-05-2024,76.72,Demand Shock,33,1.293900185,Medium,2024,5,Transport,-1.55,4.64,2.29,4.99
01-05-2024,76.72,Demand Shock,33,1.293900185,Medium,2024,5,Manufacturing,21.03,4.64,2.29,4.99
01-06-2024,75.12,Normal,-22,-2.085505735,Medium,2024,6,Energy,15.02,4.23,-0.17,5.83
01-06-2024,75.12,Normal,-22,-2.085505735,Medium,2024,6,Airlines,3.46,4.23,-0.17,5.83
01-06-2024,75.12,Normal,-22,-2.085505735,Medium,2024,6,Transport,11.88,4.23,-0.17,5.83
01-06-2024,75.12,Normal,-22,-2.085505735,Medium,2024,6,Manufacturing,22.78,4.23,-0.17,5.83
01-07-2024,76.42,Normal,-56,1.73056443,High,2024,7,Energy,12.38,4.06,0.51,5.7
01-07-2024,76.42,Normal,-56,1.73056443,High,2024,7,Airlines,5.29,4.06,0.51,5.7
01-07-2024,76.42,Normal,-56,1.73056443,High,2024,7,Transport,-10.89,4.06,0.51,5.7
01-07-2024,76.42,Normal,-56,1.73056443,High,2024,7,Manufacturing,-0.69,4.06,0.51,5.7
01-08-2024,75.33,Supply Shock,26,-1.426328186,Medium,2024,8,Energy,5.21,7.2,1.01,3.17
01-08-2024,75.33,Supply Shock,26,-1.426328186,Medium,2024,8,Airlines,14.57,7.2,1.01,3.17
01-08-2024,75.33,Supply Shock,26,-1.426328186,Medium,2024,8,Transport,10.92,7.2,1.01,3.17
01-08-2024,75.33,Supply Shock,26,-1.426328186,Medium,2024,8,Manufacturing,15.48,7.2,1.01,3.17
01-09-2024,75.7,Supply Shock,38,0.491172176,Medium,2024,9,Energy,4.03,2.07,-0.39,3.09
01-09-2024,75.7,Supply Shock,38,0.491172176,Medium,2024,9,Airlines,8.26,2.07,-0.39,3.09
01-09-2024,75.7,Supply Shock,38,0.491172176,Medium,2024,9,Transport,4.99,2.07,-0.39,3.09
01-09-2024,75.7,Supply Shock,38,0.491172176,Medium,2024,9,Manufacturing,22.99,2.07,-0.39,3.09
01-10-2024,74.21,Normal,-4,-1.968295905,Low,2024,10,Energy,-17.62,3.83,-1.31,7.74
01-10-2024,74.21,Normal,-4,-1.968295905,Low,2024,10,Airlines,-0.59,3.83,-1.31,7.74
01-10-2024,74.21,Normal,-4,-1.968295905,Low,2024,10,Transport,0.49,3.83,-1.31,7.74
01-10-2024,74.21,Normal,-4,-1.968295905,Low,2024,10,Manufacturing,4.5,3.83,-1.31,7.74
01-11-2024,75.09,Demand Shock,15,1.185824013,Low,2024,11,Energy,23.64,3.93,-2.73,6.23
01-11-2024,75.09,Demand Shock,15,1.185824013,Low,2024,11,Airlines,26.52,3.93,-2.73,6.23
01-11-2024,75.09,Demand Shock,15,1.185824013,Low,2024,11,Transport,26.71,3.93,-2.73,6.23
01-11-2024,75.09,Demand Shock,15,1.185824013,Low,2024,11,Manufacturing,12.88,3.93,-2.73,6.23
01-12-2024,80.74,Supply Shock,30,7.524304168,Medium,2024,12,Energy,11.06,4.1,-1.58,5.44
01-12-2024,80.74,Supply Shock,30,7.524304168,Medium,2024,12,Airlines,12.05,4.1,-1.58,5.44
01-12-2024,80.74,Supply Shock,30,7.524304168,Medium,2024,12,Transport,7.02,4.1,-1.58,5.44
01-12-2024,80.74,Supply Shock,30,7.524304168,Medium,2024,12,Manufacturing,-7.93,4.1,-1.58,5.44
